# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-01-11 14:14:53 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07344400 Red River near Hosston, LA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 07344400
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	07344400	1972-12-13		
USGS	07344400	1972-12-14		
USGS	07344400	1972-12-15		
USGS	07344400	1972-12-16		
USGS	07344400	1972-12-17		
USGS	07344400	1972-12-18		
USGS	07344400	1972-12-19		
USGS	07344400	1972-12-20		
USGS	07344400	1972-12-21		
USGS	07344400	1972-12-22		
USGS	07344400	1972-12-23		
USGS	07344400	1972-12-24		
USGS	07344400	1972-12-25		
USGS	07344400	1972-12-26		
USGS	07344400	1972-12-27		
USGS	07344400	1972-12-28		
USGS	07344400	1972-12-29		
USGS	07344400	1972-12-30		
USGS	07344400	1972-12-31		
USGS	07344400	1973-01-01		
USGS	07344400	1973-01-02		
USGS	07344400	1973-01-03		
USGS	07344400	1973-01-04		
USGS	07344400	1973-01-05		
USGS	07344400	1973-01-06		
USGS	07344400	1973-01-07		
USGS	07344400	1973-01-08		
USGS	07344400	1973-01-09		
USGS	07344400	1973-01-10		
USGS	07344400	1973-01-11		
USGS	07344400	1973-01-12		
USGS	07344400	1973-01-13		
USGS	07344400	1973-01-14		
USGS	07344400	1973-01-15		
USGS	07344400	1973-01-16		
USGS	07344400	1973-01-17		
USGS	07344400	1973-01-18		
USGS	07344400	1973-01-19		
USGS	07344400	1973-01-20		
USGS	07344400	1973-01-21		
USGS	07344400	1973-01-22		
USGS	07344400	1973-01-23		
USGS	07344400	1973-01-24		
USGS	07344400	1973-01-25		
USGS	07344400	1973-01-26		
USGS	07344400	1973-01-27		
USGS	07344400	1973-01-28		
USGS	07344400	1973-01-29		
USGS	07344400	1973-01-30		
USGS	07344400	1973-01-31		
USGS	07344400	1973-02-01		
USGS	07344400	1973-02-02		
USGS	07344400	1973-02-03		
USGS	07344400	1973-02-04		
USGS	07344400	1973-02-05		
USGS	07344400	1973-02-06		
USGS	07344400	1973-02-07		
USGS	07344400	1973-02-08		
USGS	07344400	1973-02-09		
USGS	07344400	1973-02-10		
USGS	07344400	1973-02-11		
USGS	07344400	1973-02-12		
USGS	07344400	1973-02-13		
USGS	07344400	1973-02-14		
USGS	07344400	1973-02-15		
USGS	07344400	1973-02-16		
USGS	07344400	1973-02-17		
USGS	07344400	1973-02-18		
USGS	07344400	1973-02-19		
USGS	07344400	1973-02-20		
USGS	07344400	1973-02-21		
USGS	07344400	1973-02-22		
USGS	07344400	1973-02-23		
USGS	07344400	1973-02-24		
USGS	07344400	1973-02-25		
USGS	07344400	1973-02-26		
USGS	07344400	1973-02-27		
USGS	07344400	1973-02-28		
USGS	07344400	1973-03-01		
USGS	07344400	1973-03-02		
USGS	07344400	1973-03-03		
USGS	07344400	1973-03-04		
USGS	07344400	1973-03-05		
USGS	07344400	1973-03-06		
USGS	07344400	1973-03-07		
USGS	07344400	1973-03-08		
USGS	07344400	1973-03-09		
USGS	07344400	1973-03-10		
USGS	07344400	1973-03-11		
USGS	07344400	1973-03-12		
USGS	07344400	1973-03-13		
USGS	07344400	1973-03-14		
USGS	07344400	1973-03-15		
USGS	07344400	1973-03-16		
USGS	07344400	1973-03-17		
USGS	07344400	1973-03-18		
USGS	07344400	1973-03-19		
USGS	07344400	1973-03-20		
USGS	07344400	1973-03-21		
USGS	07344400	1973-03-22		
USGS	07344400	1973-03-23		
USGS	07344400	1973-03-24		
USGS	07344400	1973-03-25		
USGS	07344400	1973-03-26		
USGS	07344400	1973-03-27		
USGS	07344400	1973-03-28		
USGS	07344400	1973-03-29		
USGS	07344400	1973-03-30		
USGS	07344400	1973-03-31		
USGS	07344400	1973-04-01		
USGS	07344400	1973-04-02		
USGS	07344400	1973-04-03		
USGS	07344400	1973-04-04		
USGS	07344400	1973-04-05		
USGS	07344400	1973-04-06		
USGS	07344400	1973-04-07		
USGS	07344400	1973-04-08		
USGS	07344400	1973-04-09		
USGS	07344400	1973-04-10		
USGS	07344400	1973-04-11		
USGS	07344400	1973-04-12		
USGS	07344400	1973-04-13		
USGS	07344400	1973-04-14		
USGS	07344400	1973-04-15		
USGS	07344400	1973-04-16		
USGS	07344400	1973-04-17		
USGS	07344400	1973-04-18		
USGS	07344400	1973-04-19		
USGS	07344400	1973-04-20		
USGS	07344400	1973-04-21		
USGS	07344400	1973-04-22		
USGS	07344400	1973-04-23		
USGS	07344400	1973-04-24		
USGS	07344400	1973-04-25		
USGS	07344400	1973-04-26		
USGS	07344400	1973-04-27		
USGS	07344400	1973-04-28		
USGS	07344400	1973-04-29		
USGS	07344400	1973-04-30		
USGS	07344400	1973-05-01		
USGS	07344400	1973-05-02		
USGS	07344400	1973-05-03		
USGS	07344400	1973-05-04		
USGS	07344400	1973-05-05		
USGS	07344400	1973-05-06		
USGS	07344400	1973-05-07		
USGS	07344400	1973-05-08		
USGS	07344400	1973-05-09		
USGS	07344400	1973-05-10		
USGS	07344400	1973-05-11		
USGS	07344400	1973-05-12		
USGS	07344400	1973-05-13		
USGS	07344400	1973-05-14		
USGS	07344400	1973-05-15		
USGS	07344400	1973-05-16		
USGS	07344400	1973-05-17		
USGS	07344400	1973-05-18		
USGS	07344400	1973-05-19		
USGS	07344400	1973-05-20		
USGS	07344400	1973-05-21		
USGS	07344400	1973-05-22		
USGS	07344400	1973-05-23		
USGS	07344400	1973-05-24		
USGS	07344400	1973-05-25		
USGS	07344400	1973-05-26		
USGS	07344400	1973-05-27		
USGS	07344400	1973-05-28		
USGS	07344400	1973-05-29		
USGS	07344400	1973-05-30		
USGS	07344400	1973-05-31		
USGS	07344400	1973-06-01		
USGS	07344400	1973-06-02		
USGS	07344400	1973-06-03		
USGS	07344400	1973-06-04		
USGS	07344400	1973-06-05		
USGS	07344400	1973-06-06		
USGS	07344400	1973-06-07		
USGS	07344400	1973-06-08		
USGS	07344400	1973-06-09		
USGS	07344400	1973-06-10		
USGS	07344400	1973-06-11		
USGS	07344400	1973-06-12		
USGS	07344400	1973-06-13		
USGS	07344400	1973-06-14		
USGS	07344400	1973-06-15		
USGS	07344400	1973-06-16		
USGS	07344400	1973-06-17		
USGS	07344400	1973-06-18		
USGS	07344400	1973-06-19		
USGS	07344400	1973-06-20		
USGS	07344400	1973-06-21		
USGS	07344400	1973-06-22		
USGS	07344400	1973-06-23		
USGS	07344400	1973-06-24		
USGS	07344400	1973-06-25		
USGS	07344400	1973-06-26		
USGS	07344400	1973-06-27		
USGS	07344400	1973-06-28		
USGS	07344400	1973-06-29		
USGS	07344400	1973-06-30		
USGS	07344400	1973-07-01		
USGS	07344400	1973-07-02		
USGS	07344400	1973-07-03		
USGS	07344400	1973-07-04		
USGS	07344400	1973-07-05		
USGS	07344400	1973-07-06		
USGS	07344400	1973-07-07		
USGS	07344400	1973-07-08		
USGS	07344400	1973-07-09		
USGS	07344400	1973-07-10		
USGS	07344400	1973-07-11		
USGS	07344400	1973-07-12		
USGS	07344400	1973-07-13		
USGS	07344400	1973-07-14		
USGS	07344400	1973-07-15		
USGS	07344400	1973-07-16		
USGS	07344400	1973-07-17		
USGS	07344400	1973-07-18		
USGS	07344400	1973-07-19		
USGS	07344400	1973-07-20		
USGS	07344400	1973-07-21		
USGS	07344400	1973-07-22		
USGS	07344400	1973-07-23		
USGS	07344400	1973-07-24		
USGS	07344400	1973-07-25		
USGS	07344400	1973-07-26		
USGS	07344400	1973-07-27		
USGS	07344400	1973-07-28		
USGS	07344400	1973-07-29		
USGS	07344400	1973-07-30		
USGS	07344400	1973-07-31		
USGS	07344400	1973-08-01		
USGS	07344400	1973-08-02		
USGS	07344400	1973-08-03		
USGS	07344400	1973-08-04		
USGS	07344400	1973-08-05		
USGS	07344400	1973-08-06		
USGS	07344400	1973-08-07		
USGS	07344400	1973-08-08		
USGS	07344400	1973-08-09		
USGS	07344400	1973-08-10		
USGS	07344400	1973-08-11		
USGS	07344400	1973-08-12		
USGS	07344400	1973-08-13		
USGS	07344400	1973-08-14		
USGS	07344400	1973-08-15		
USGS	07344400	1973-08-16		
USGS	07344400	1973-08-17		
USGS	07344400	1973-08-18		
USGS	07344400	1973-08-19		
USGS	07344400	1973-08-20		
USGS	07344400	1973-08-21		
USGS	07344400	1973-08-22		
USGS	07344400	1973-08-23		
USGS	07344400	1973-08-24		
USGS	07344400	1973-08-25		
USGS	07344400	1973-08-26		
USGS	07344400	1973-08-27		
USGS	07344400	1973-08-28		
USGS	07344400	1973-08-29		
USGS	07344400	1973-08-30		
USGS	07344400	1973-08-31		
USGS	07344400	1973-09-01		
USGS	07344400	1973-09-02		
USGS	07344400	1973-09-03		
USGS	07344400	1973-09-04		
USGS	07344400	1973-09-05		
USGS	07344400	1973-09-06		
USGS	07344400	1973-09-07		
USGS	07344400	1973-09-08		
USGS	07344400	1973-09-09		
USGS	07344400	1973-09-10		
USGS	07344400	1973-09-11		
USGS	07344400	1973-09-12		
USGS	07344400	1973-09-13		
USGS	07344400	1973-09-14		
USGS	07344400	1973-09-15		
USGS	07344400	1973-09-16		
USGS	07344400	1973-09-17		
USGS	07344400	1973-09-18		
USGS	07344400	1973-09-19		
USGS	07344400	1973-09-20		
USGS	07344400	1973-09-21		
USGS	07344400	1973-09-22		
USGS	07344400	1973-09-23		
USGS	07344400	1973-09-24		
USGS	07344400	1973-09-25		
USGS	07344400	1973-09-26		
USGS	07344400	1973-09-27		
USGS	07344400	1973-09-28		
USGS	07344400	1973-09-29		
USGS	07344400	1973-09-30		
USGS	07344400	1973-10-01		
USGS	07344400	1973-10-02		
USGS	07344400	1973-10-03		
USGS	07344400	1973-10-04		
USGS	07344400	1973-10-05		
USGS	07344400	1973-10-06		
USGS	07344400	1973-10-07		
USGS	07344400	1973-10-08		
USGS	07344400	1973-10-09		
USGS	07344400	1973-10-10		
USGS	07344400	1973-10-11		
USGS	07344400	1973-10-12		
USGS	07344400	1973-10-13		
USGS	07344400	1973-10-14		
USGS	07344400	1973-10-15		
USGS	07344400	1973-10-16		
USGS	07344400	1973-10-17		
USGS	07344400	1973-10-18		
USGS	07344400	1973-10-19		
USGS	07344400	1973-10-20		
USGS	07344400	1973-10-21		
USGS	07344400	1973-10-22		
USGS	07344400	1973-10-23		
USGS	07344400	1973-10-24		
USGS	07344400	1973-10-25		
USGS	07344400	1973-10-26		
USGS	07344400	1973-10-27		
USGS	07344400	1973-10-28		
USGS	07344400	1973-10-29		
USGS	07344400	1973-10-30		
USGS	07344400	1973-10-31		
USGS	07344400	1973-11-01		
USGS	07344400	1973-11-02		
USGS	07344400	1973-11-03		
USGS	07344400	1973-11-04		
USGS	07344400	1973-11-05		
USGS	07344400	1973-11-06		
USGS	07344400	1973-11-07		
USGS	07344400	1973-11-08		
USGS	07344400	1973-11-09		
USGS	07344400	1973-11-10		
USGS	07344400	1973-11-11		
USGS	07344400	1973-11-12		
USGS	07344400	1973-11-13		
USGS	07344400	1973-11-14		
USGS	07344400	1973-11-15		
USGS	07344400	1973-11-16		
USGS	07344400	1973-11-17		
USGS	07344400	1973-11-18		
USGS	07344400	1973-11-19		
USGS	07344400	1973-11-20		
USGS	07344400	1973-11-21		
USGS	07344400	1973-11-22		
USGS	07344400	1973-11-23		
USGS	07344400	1973-11-24		
USGS	07344400	1973-11-25		
USGS	07344400	1973-11-26		
USGS	07344400	1973-11-27		
USGS	07344400	1973-11-28		
USGS	07344400	1973-11-29		
USGS	07344400	1973-11-30		
USGS	07344400	1973-12-01		
USGS	07344400	1973-12-02		
USGS	07344400	1973-12-03		
USGS	07344400	1973-12-04		
USGS	07344400	1973-12-05		
USGS	07344400	1973-12-06		
USGS	07344400	1973-12-07		
USGS	07344400	1973-12-08		
USGS	07344400	1973-12-09		
USGS	07344400	1973-12-10		
USGS	07344400	1973-12-11		
USGS	07344400	1973-12-12		
USGS	07344400	1973-12-13		
USGS	07344400	1973-12-14		
USGS	07344400	1973-12-15		
USGS	07344400	1973-12-16		
USGS	07344400	1973-12-17		
USGS	07344400	1973-12-18		
USGS	07344400	1973-12-19		
USGS	07344400	1973-12-20		
USGS	07344400	1973-12-21		
USGS	07344400	1973-12-22		
USGS	07344400	1973-12-23		
USGS	07344400	1973-12-24		
USGS	07344400	1973-12-25		
USGS	07344400	1973-12-26		
USGS	07344400	1973-12-27		
USGS	07344400	1973-12-28		
USGS	07344400	1973-12-29		
USGS	07344400	1973-12-30		
USGS	07344400	1973-12-31		
USGS	07344400	1974-01-01		
USGS	07344400	1974-01-02		
USGS	07344400	1974-01-03		
USGS	07344400	1974-01-04		
USGS	07344400	1974-01-05		
USGS	07344400	1974-01-06		
USGS	07344400	1974-01-07		
USGS	07344400	1974-01-08		
USGS	07344400	1974-01-09		
USGS	07344400	1974-01-10		
USGS	07344400	1974-01-11		
USGS	07344400	1974-01-12		
USGS	07344400	1974-01-13		
USGS	07344400	1974-01-14		
USGS	07344400	1974-01-15		
USGS	07344400	1974-01-16		
USGS	07344400	1974-01-17		
USGS	07344400	1974-01-18		
USGS	07344400	1974-01-19		
USGS	07344400	1974-01-20		
USGS	07344400	1974-01-21		
USGS	07344400	1974-01-22		
USGS	07344400	1974-01-23		
USGS	07344400	1974-01-24		
USGS	07344400	1974-01-25		
USGS	07344400	1974-01-26		
USGS	07344400	1974-01-27		
USGS	07344400	1974-01-28		
USGS	07344400	1974-01-29		
USGS	07344400	1974-01-30		
USGS	07344400	1974-01-31		
USGS	07344400	1974-02-01		
USGS	07344400	1974-02-02		
USGS	07344400	1974-02-03		
USGS	07344400	1974-02-04		
USGS	07344400	1974-02-05		
USGS	07344400	1974-02-06		
USGS	07344400	1974-02-07		
USGS	07344400	1974-02-08		
USGS	07344400	1974-02-09		
USGS	07344400	1974-02-10		
USGS	07344400	1974-02-11		
USGS	07344400	1974-02-12		
USGS	07344400	1974-02-13		
USGS	07344400	1974-02-14		
USGS	07344400	1974-02-15		
USGS	07344400	1974-02-16		
USGS	07344400	1974-02-17		
USGS	07344400	1974-02-18		
USGS	07344400	1974-02-19		
USGS	07344400	1974-02-20		
USGS	07344400	1974-02-21		
USGS	07344400	1974-02-22		
USGS	07344400	1974-02-23		
USGS	07344400	1974-02-24		
USGS	07344400	1974-02-25		
USGS	07344400	1974-02-26		
USGS	07344400	1974-02-27		
USGS	07344400	1974-02-28		
USGS	07344400	1974-03-01		
USGS	07344400	1974-03-02		
USGS	07344400	1974-03-03		
USGS	07344400	1974-03-04		
USGS	07344400	1974-03-05		
USGS	07344400	1974-03-06		
USGS	07344400	1974-03-07		
USGS	07344400	1974-03-08		
USGS	07344400	1974-03-09		
USGS	07344400	1974-03-10		
USGS	07344400	1974-03-11		
USGS	07344400	1974-03-12		
USGS	07344400	1974-03-13		
USGS	07344400	1974-03-14		
USGS	07344400	1974-03-15		
USGS	07344400	1974-03-16		
USGS	07344400	1974-03-17		
USGS	07344400	1974-03-18		
USGS	07344400	1974-03-19		
USGS	07344400	1974-03-20		
USGS	07344400	1974-03-21		
USGS	07344400	1974-03-22		
USGS	07344400	1974-03-23		
USGS	07344400	1974-03-24		
USGS	07344400	1974-03-25		
USGS	07344400	1974-03-26		
USGS	07344400	1974-03-27		
USGS	07344400	1974-03-28		
USGS	07344400	1974-03-29		
USGS	07344400	1974-03-30		
USGS	07344400	1974-03-31		
USGS	07344400	1974-04-01		
USGS	07344400	1974-04-02		
USGS	07344400	1974-04-03		
USGS	07344400	1974-04-04		
USGS	07344400	1974-04-05		
USGS	07344400	1974-04-06		
USGS	07344400	1974-04-07		
USGS	07344400	1974-04-08		
USGS	07344400	1974-04-09		
USGS	07344400	1974-04-10		
USGS	07344400	1974-04-11		
USGS	07344400	1974-04-12		
USGS	07344400	1974-04-13		
USGS	07344400	1974-04-14		
USGS	07344400	1974-04-15		
USGS	07344400	1974-04-16		
USGS	07344400	1974-04-17		
USGS	07344400	1974-04-18		
USGS	07344400	1974-04-19		
USGS	07344400	1974-04-20		
USGS	07344400	1974-04-21		
USGS	07344400	1974-04-22		
USGS	07344400	1974-04-23		
USGS	07344400	1974-04-24		
USGS	07344400	1974-04-25		
USGS	07344400	1974-04-26		
USGS	07344400	1974-04-27		
USGS	07344400	1974-04-28		
USGS	07344400	1974-04-29		
USGS	07344400	1974-04-30		
USGS	07344400	1974-05-01		
USGS	07344400	1974-05-02		
USGS	07344400	1974-05-03		
USGS	07344400	1974-05-04		
USGS	07344400	1974-05-05		
USGS	07344400	1974-05-06		
USGS	07344400	1974-05-07		
USGS	07344400	1974-05-08		
USGS	07344400	1974-05-09		
USGS	07344400	1974-05-10		
USGS	07344400	1974-05-11		
USGS	07344400	1974-05-12		
USGS	07344400	1974-05-13		
USGS	07344400	1974-05-14		
USGS	07344400	1974-05-15		
USGS	07344400	1974-05-16		
USGS	07344400	1974-05-17		
USGS	07344400	1974-05-18		
USGS	07344400	1974-05-19		
USGS	07344400	1974-05-20		
USGS	07344400	1974-05-21		
USGS	07344400	1974-05-22		
USGS	07344400	1974-05-23		
USGS	07344400	1974-05-24		
USGS	07344400	1974-05-25		
USGS	07344400	1974-05-26		
USGS	07344400	1974-05-27		
USGS	07344400	1974-05-28		
USGS	07344400	1974-05-29		
USGS	07344400	1974-05-30		
USGS	07344400	1974-05-31		
USGS	07344400	1974-06-01		
USGS	07344400	1974-06-02		
USGS	07344400	1974-06-03		
USGS	07344400	1974-06-04		
USGS	07344400	1974-06-05		
USGS	07344400	1974-06-06		
USGS	07344400	1974-06-07		
USGS	07344400	1974-06-08		
USGS	07344400	1974-06-09		
USGS	07344400	1974-06-10		
USGS	07344400	1974-06-11		
USGS	07344400	1974-06-12		
USGS	07344400	1974-06-13		
USGS	07344400	1974-06-14		
USGS	07344400	1974-06-15		
USGS	07344400	1974-06-16		
USGS	07344400	1974-06-17		
USGS	07344400	1974-06-18		
USGS	07344400	1974-06-19		
USGS	07344400	1974-06-20		
USGS	07344400	1974-06-21		
USGS	07344400	1974-06-22		
USGS	07344400	1974-06-23		
USGS	07344400	1974-06-24		
USGS	07344400	1974-06-25		
USGS	07344400	1974-06-26		
USGS	07344400	1974-06-27		
USGS	07344400	1974-06-28		
USGS	07344400	1974-06-29		
USGS	07344400	1974-06-30		
USGS	07344400	1974-07-01		
USGS	07344400	1974-07-02		
USGS	07344400	1974-07-03		
USGS	07344400	1974-07-04		
USGS	07344400	1974-07-05		
USGS	07344400	1974-07-06		
USGS	07344400	1974-07-07		
USGS	07344400	1974-07-08		
USGS	07344400	1974-07-09		
USGS	07344400	1974-07-10		
USGS	07344400	1974-07-11		
USGS	07344400	1974-07-12		
USGS	07344400	1974-07-13		
USGS	07344400	1974-07-14		
USGS	07344400	1974-07-15		
USGS	07344400	1974-07-16		
USGS	07344400	1974-07-17		
USGS	07344400	1974-07-18		
USGS	07344400	1974-07-19		
USGS	07344400	1974-07-20		
USGS	07344400	1974-07-21		
USGS	07344400	1974-07-22		
USGS	07344400	1974-07-23		
USGS	07344400	1974-07-24		
USGS	07344400	1974-07-25		
USGS	07344400	1974-07-26		
USGS	07344400	1974-07-27		
USGS	07344400	1974-07-28		
USGS	07344400	1974-07-29		
USGS	07344400	1974-07-30		
USGS	07344400	1974-07-31		
USGS	07344400	1974-08-01		
USGS	07344400	1974-08-02		
USGS	07344400	1974-08-03		
USGS	07344400	1974-08-04		
USGS	07344400	1974-08-05	4420	A
USGS	07344400	1974-08-06	4840	A
USGS	07344400	1974-08-07		
USGS	07344400	1974-08-08		
USGS	07344400	1974-08-09	4580	A
USGS	07344400	1974-08-10	4080	A
USGS	07344400	1974-08-11	3570	A
USGS	07344400	1974-08-12	3020	A
USGS	07344400	1974-08-13	2810	A
USGS	07344400	1974-08-14	3150	A
USGS	07344400	1974-08-15	3640	A
USGS	07344400	1974-08-16	3820	A
USGS	07344400	1974-08-17		
USGS	07344400	1974-08-18		
USGS	07344400	1974-08-19		
USGS	07344400	1974-08-20		
USGS	07344400	1974-08-21		
USGS	07344400	1974-08-22		
USGS	07344400	1974-08-23		
USGS	07344400	1974-08-24		
USGS	07344400	1974-08-25		
USGS	07344400	1974-08-26		
USGS	07344400	1974-08-27		
USGS	07344400	1974-08-28		
USGS	07344400	1974-08-29		
USGS	07344400	1974-08-30		
USGS	07344400	1974-08-31		
USGS	07344400	1974-09-01		
USGS	07344400	1974-09-02		
USGS	07344400	1974-09-03		
USGS	07344400	1974-09-04		
USGS	07344400	1974-09-05		
USGS	07344400	1974-09-06		
USGS	07344400	1974-09-07		
USGS	07344400	1974-09-08		
USGS	07344400	1974-09-09		
USGS	07344400	1974-09-10		
USGS	07344400	1974-09-11		
USGS	07344400	1974-09-12		
USGS	07344400	1974-09-13		
USGS	07344400	1974-09-14		
USGS	07344400	1974-09-15		
USGS	07344400	1974-09-16		
USGS	07344400	1974-09-17		
USGS	07344400	1974-09-18		
USGS	07344400	1974-09-19		
USGS	07344400	1974-09-20		
USGS	07344400	1974-09-21		
USGS	07344400	1974-09-22		
USGS	07344400	1974-09-23		
USGS	07344400	1974-09-24		
USGS	07344400	1974-09-25		
USGS	07344400	1974-09-26		
USGS	07344400	1974-09-27		
USGS	07344400	1974-09-28		
USGS	07344400	1974-09-29		
USGS	07344400	1974-09-30		
USGS	07344400	1974-10-01		
USGS	07344400	1974-10-02		
USGS	07344400	1974-10-03		
USGS	07344400	1974-10-04		
USGS	07344400	1974-10-05		
USGS	07344400	1974-10-06		
USGS	07344400	1974-10-07		
USGS	07344400	1974-10-08		
USGS	07344400	1974-10-09		
USGS	07344400	1974-10-10		
USGS	07344400	1974-10-11		
USGS	07344400	1974-10-12		
USGS	07344400	1974-10-13		
USGS	07344400	1974-10-14		
USGS	07344400	1974-10-15		
USGS	07344400	1974-10-16		
USGS	07344400	1974-10-17		
USGS	07344400	1974-10-18		
USGS	07344400	1974-10-19		
USGS	07344400	1974-10-20		
USGS	07344400	1974-10-21		
USGS	07344400	1974-10-22		
USGS	07344400	1974-10-23		
USGS	07344400	1974-10-24		
USGS	07344400	1974-10-25		
USGS	07344400	1974-10-26		
USGS	07344400	1974-10-27		
USGS	07344400	1974-10-28		
USGS	07344400	1974-10-29		
USGS	07344400	1974-10-30		
USGS	07344400	1974-10-31		
USGS	07344400	1974-11-01		
USGS	07344400	1974-11-02		
USGS	07344400	1974-11-03		
USGS	07344400	1974-11-04		
USGS	07344400	1974-11-05		
USGS	07344400	1974-11-06		
USGS	07344400	1974-11-07		
USGS	07344400	1974-11-08		
USGS	07344400	1974-11-09		
USGS	07344400	1974-11-10		
USGS	07344400	1974-11-11		
USGS	07344400	1974-11-12		
USGS	07344400	1974-11-13		
USGS	07344400	1974-11-14		
USGS	07344400	1974-11-15		
USGS	07344400	1974-11-16		
USGS	07344400	1974-11-17		
USGS	07344400	1974-11-18		
USGS	07344400	1974-11-19		
USGS	07344400	1974-11-20		
USGS	07344400	1974-11-21		
USGS	07344400	1974-11-22		
USGS	07344400	1974-11-23		
USGS	07344400	1974-11-24		
USGS	07344400	1974-11-25		
USGS	07344400	1974-11-26		
USGS	07344400	1974-11-27		
USGS	07344400	1974-11-28		
USGS	07344400	1974-11-29		
USGS	07344400	1974-11-30		
USGS	07344400	1974-12-01		
USGS	07344400	1974-12-02		
USGS	07344400	1974-12-03		
USGS	07344400	1974-12-04		
USGS	07344400	1974-12-05		
USGS	07344400	1974-12-06		
USGS	07344400	1974-12-07		
USGS	07344400	1974-12-08		
USGS	07344400	1974-12-09		
USGS	07344400	1974-12-10		
USGS	07344400	1974-12-11		
USGS	07344400	1974-12-12		
USGS	07344400	1974-12-13		
USGS	07344400	1974-12-14		
USGS	07344400	1974-12-15		
USGS	07344400	1974-12-16		
USGS	07344400	1974-12-17		
USGS	07344400	1974-12-18		
USGS	07344400	1974-12-19		
USGS	07344400	1974-12-20		
USGS	07344400	1974-12-21		
USGS	07344400	1974-12-22		
USGS	07344400	1974-12-23		
USGS	07344400	1974-12-24		
USGS	07344400	1974-12-25		
USGS	07344400	1974-12-26		
USGS	07344400	1974-12-27		
USGS	07344400	1974-12-28		
USGS	07344400	1974-12-29		
USGS	07344400	1974-12-30		
USGS	07344400	1974-12-31		
USGS	07344400	1975-01-01		
USGS	07344400	1975-01-02		
USGS	07344400	1975-01-03		
USGS	07344400	1975-01-04		
USGS	07344400	1975-01-05		
USGS	07344400	1975-01-06		
USGS	07344400	1975-01-07		
USGS	07344400	1975-01-08		
USGS	07344400	1975-01-09		
USGS	07344400	1975-01-10		
USGS	07344400	1975-01-11		
USGS	07344400	1975-01-12		
USGS	07344400	1975-01-13		
USGS	07344400	1975-01-14		
USGS	07344400	1975-01-15		
USGS	07344400	1975-01-16		
USGS	07344400	1975-01-17		
USGS	07344400	1975-01-18		
USGS	07344400	1975-01-19		
USGS	07344400	1975-01-20		
USGS	07344400	1975-01-21		
USGS	07344400	1975-01-22		
USGS	07344400	1975-01-23		
USGS	07344400	1975-01-24		
USGS	07344400	1975-01-25		
USGS	07344400	1975-01-26		
USGS	07344400	1975-01-27		
USGS	07344400	1975-01-28		
USGS	07344400	1975-01-29		
USGS	07344400	1975-01-30		
USGS	07344400	1975-01-31		
USGS	07344400	1975-02-01		
USGS	07344400	1975-02-02		
USGS	07344400	1975-02-03		
USGS	07344400	1975-02-04		
USGS	07344400	1975-02-05		
USGS	07344400	1975-02-06		
USGS	07344400	1975-02-07		
USGS	07344400	1975-02-08		
USGS	07344400	1975-02-09		
USGS	07344400	1975-02-10		
USGS	07344400	1975-02-11		
USGS	07344400	1975-02-12		
USGS	07344400	1975-02-13		
USGS	07344400	1975-02-14		
USGS	07344400	1975-02-15		
USGS	07344400	1975-02-16		
USGS	07344400	1975-02-17		
USGS	07344400	1975-02-18		
USGS	07344400	1975-02-19		
USGS	07344400	1975-02-20		
USGS	07344400	1975-02-21		
USGS	07344400	1975-02-22		
USGS	07344400	1975-02-23		
USGS	07344400	1975-02-24		
USGS	07344400	1975-02-25		
USGS	07344400	1975-02-26		
USGS	07344400	1975-02-27		
USGS	07344400	1975-02-28		
USGS	07344400	1975-03-01		
USGS	07344400	1975-03-02		
USGS	07344400	1975-03-03		
USGS	07344400	1975-03-04		
USGS	07344400	1975-03-05		
USGS	07344400	1975-03-06		
USGS	07344400	1975-03-07		
USGS	07344400	1975-03-08		
USGS	07344400	1975-03-09		
USGS	07344400	1975-03-10		
USGS	07344400	1975-03-11		
USGS	07344400	1975-03-12		
USGS	07344400	1975-03-13		
USGS	07344400	1975-03-14		
USGS	07344400	1975-03-15		
USGS	07344400	1975-03-16		
USGS	07344400	1975-03-17		
USGS	07344400	1975-03-18		
USGS	07344400	1975-03-19		
USGS	07344400	1975-03-20		
USGS	07344400	1975-03-21		
USGS	07344400	1975-03-22		
USGS	07344400	1975-03-23		
USGS	07344400	1975-03-24		
USGS	07344400	1975-03-25		
USGS	07344400	1975-03-26		
USGS	07344400	1975-03-27		
USGS	07344400	1975-03-28		
USGS	07344400	1975-03-29		
USGS	07344400	1975-03-30		
USGS	07344400	1975-03-31		
USGS	07344400	1975-04-01		
USGS	07344400	1975-04-02		
USGS	07344400	1975-04-03		
